b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
1,X,A,46,0,322188,$0.00 ,21,$12.50 ,$10.50 ,,$15.00 ,2,24,0,10,26,12,5,129,1,0,100869741
1,X,E,48,0,85707,37241,43,$10.00 ,$11.38 ,,$10.00 ,0,12,0,4,25,8,3,78,1,0,100952144
0,Z,D,59,1,171379,31974,31,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,17,10,4,17,1,0,100590181
1,X,C,NA,0,57090,$0.00 ,41,$6.00 ,$5.80 ,$5.33 ,$6.00 ,7,9,2,3,15,11,5,40,0,1,100087611
0,X,E,74,0,32888,37237,22,$22.50 ,$10.78 ,$20.00 ,$25.00 ,2,9,1,5,18,15,6,104,1,0,100652393
1,Z,B,NA,0,119858,$0.00 ,53,$15.00 ,$15.00 ,$15.00 ,$15.00 ,2,3,2,2,4,12,5,21,1,0,100709379
0,Y,C,52,1,95076,71604,23,$8.71 ,$8.25 ,$9.40 ,$11.00 ,7,8,5,6,17,14,6,44,0,1,100155571
0,X,E,57,1,70339,51367,40,$20.00 ,$16.25 ,,$20.00 ,1,4,0,1,18,12,6,64,1,0,101031329
0,X,A,70,0,91719,28872,29,$11.00 ,$8.75 ,,$5.00 ,2,8,0,4,18,11,5,86,1,0,100778031
1,X,B,51,1,131885,87661,16,$12.33 ,$10.50 ,$11.00 ,$15.00 ,3,4,2,3,18,12,6,41,0,1,100251952
0,X,C,45,0,51195,$0.00 ,38,$8.33 ,$5.75 ,$8.33 ,$10.00 ,3,12,3,8,17,7,4,57,0,1,100938200
0,X,E,79,1,66114,35497,48,$12.67 ,$10.90 ,$12.67 ,$13.00 ,3,20,3,10,17,12,5,116,1,0,100471488
0,Z,E,83,0,130085,40300,37,$11.00 ,$8.67 ,$11.00 ,$4.00 ,2,3,2,2,18,11,5,23,1,0,100728425
1,X,D,46,1,88136,44445,34,$10.00 ,$9.11 ,$10.00 ,$6.00 ,4,20,4,11,19,13,7,90,1,0,100755715
0,X,E,83,1,221908,32188,38,$22.33 ,$14.83 ,$22.00 ,$25.00 ,3,40,1,8,26,15,7,155,1,0,100084754
0,Z,A,50,0,146520,82588,26,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,21,11,5,21,1,0,100884468
0,X,A,72,0,78509,$0.00 ,58,$10.00 ,$9.06 ,$10.00 ,$10.00 ,2,16,2,9,16,7,3,113,1,0,100786828
0,X,A,53,1,98293,62621,29,$19.00 ,$11.33 ,$19.00 ,$20.00 ,2,6,2,5,21,13,6,76,0,1,100327245
0,X,C,80,0,223319,36902,14,$10.00 ,$7.64 ,$10.00 ,$10.00 ,1,21,1,12,18,13,6,128,1,0,100494354
0,Z,E,44,0,63787,48461,26,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,18,11,5,18,0,1,100647873
0,X,E,63,0,50261,37038,33,$50.00 ,$37.33 ,,$50.00 ,1,3,0,1,26,10,5,41,0,1,100472682
0,Z,D,53,0,207890,$0.00 ,38,$23.00 ,$23.00 ,$23.00 ,$23.00 ,0,0,0,0,15,11,4,15,0,1,100418134
0,Y,D,87,0,47290,$0.00 ,27,$12.50 ,$8.56 ,$15.00 ,$10.00 ,2,18,1,9,17,10,4,119,1,0,100397899
0,Z,E,NA,1,68205,36403,32,$8.00 ,$7.60 ,$8.00 ,$10.00 ,3,6,3,5,18,22,11,22,1,0,100283749
0,X,B,67,1,188083,91064,36,$20.00 ,$16.40 ,,$21.00 ,2,5,0,1,25,11,6,74,1,0,101024475
0,X,C,7,1,55212,55034,30,$13.75 ,$13.38 ,$13.75 ,$10.00 ,4,8,4,8,20,14,6,86,0,1,100242417
0,X,D,NA,1,74619,40130,33,$15.00 ,$12.88 ,$15.00 ,$15.00 ,5,9,4,6,20,14,7,54,0,1,100204400
0,X,C,NA,0,28012,$0.00 ,45,$35.00 ,$9.75 ,$40.00 ,$40.00 ,2,12,1,4,18,13,6,76,0,1,100345570
0,X,E,60,1,34792,38199,43,$6.40 ,$6.40 ,$7.50 ,$10.00 ,6,6,3,3,17,13,7,33,0,1,100575746
0,X,C,78,1,55135,41052,35,$15.40 ,$14.43 ,$16.67 ,$15.00 ,6,8,4,5,18,16,7,45,1,0,100057170
0,X,D,37,0,56072,$0.00 ,38,$11.00 ,$9.00 ,,$15.00 ,1,2,0,0,17,9,3,43,1,0,100686280
0,X,E,30,0,53840,40681,37,$17.33 ,$14.25 ,$20.00 ,$20.00 ,3,4,1,2,22,12,6,43,1,0,100278316
0,X,E,76,1,50399,45198,22,$17.50 ,$10.60 ,,$25.00 ,1,4,0,1,18,14,5,64,0,1,100285710
0,X,C,57,0,176923,57605,28,$10.57 ,$9.33 ,$10.00 ,$10.00 ,7,15,4,7,19,15,6,53,1,0,101020556
0,Z,E,68,1,68091,44815,28,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,16,12,5,16,1,0,100048404
0,X,A,57,0,76077,48198,55,$18.50 ,$16.78 ,$19.00 ,$15.00 ,2,9,1,5,17,13,6,66,1,0,100906147
0,X,E,38,0,83904,22814,36,$15.00 ,$10.33 ,,$10.00 ,2,10,1,4,19,14,7,77,1,0,100283317
1,X,C,75,0,57014,42404,0,$3.80 ,$3.39 ,$4.33 ,$3.00 ,5,31,3,14,16,13,5,97,1,0,100301332
0,X,D,46,1,63299,42751,50,$20.00 ,$12.33 ,,$21.00 ,1,5,0,1,18,12,5,112,1,0,100912443
1,X,D,58,1,69864,59958,37,$13.60 ,$13.00 ,$18.00 ,$16.00 ,4,5,1,1,16,13,5,34,1,0,100622286
0,X,B,41,1,189439,70879,29,$14.00 ,$14.00 ,$14.00 ,$20.00 ,2,2,2,2,20,10,4,29,0,1,100708865
1,X,B,NA,0,138699,$0.00 ,32,$12.00 ,$10.12 ,$11.33 ,$14.00 ,5,16,2,5,17,12,5,67,0,1,100308013
0,X,E,53,0,55543,$0.00 ,26,$11.25 ,$8.50 ,$12.50 ,$10.00 ,4,18,2,11,21,11,5,124,1,0,100763452
0,X,D,NA,0,92008,$0.00 ,15,$7.75 ,$7.25 ,$5.00 ,$10.00 ,3,7,0,2,17,11,5,66,0,1,100229648
1,X,E,NA,0,108008,75330,49,$4.00 ,$3.33 ,$4.00 ,$4.00 ,6,15,4,9,20,11,6,80,0,1,100131508
0,X,E,71,1,68584,43174,35,$12.50 ,$12.00 ,$10.00 ,$15.00 ,2,5,1,3,26,11,5,56,1,0,100536482
1,X,B,37,1,96557,45685,22,$12.33 ,$12.33 ,$12.50 ,$12.00 ,3,3,2,2,18,12,6,29,1,0,100404688
0,X,B,70,1,141181,52933,68,$15.00 ,$10.00 ,$15.00 ,$15.00 ,2,4,2,3,19,11,5,42,1,0,100425620
0,Z,D,65,0,103688,48395,33,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,16,14,5,16,1,0,100141683
0,X,E,61,0,17496,20536,28,$13.50 ,$12.33 ,$13.50 ,$15.00 ,2,3,2,2,16,12,5,27,1,0,100766558
0,X,E,NA,0,144419,$0.00 ,18,$18.00 ,$18.00 ,$18.33 ,$20.00 ,5,5,3,3,18,13,6,29,0,1,100710631
1,Y,A,79,0,93794,47325,48,$5.00 ,$4.86 ,$5.00 ,$5.00 ,5,21,3,14,18,9,2,89,0,1,100215234
0,X,B,40,0,128196,$0.00 ,37,$16.00 ,$12.13 ,,$17.00 ,2,8,0,4,18,13,6,67,0,1,100716119
0,X,B,71,0,120614,67421,36,$12.50 ,$9.47 ,,$10.00 ,2,15,0,7,10,21,7,121,0,1,100735489
0,Z,C,58,1,71906,45639,31,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,16,11,5,16,0,1,100844480
0,X,B,33,1,127289,42537,34,$17.50 ,$13.33 ,,$25.00 ,2,3,0,1,19,13,6,40,1,0,100618238
0,X,E,85,1,32630,34935,40,$10.00 ,$7.50 ,$10.00 ,$10.00 ,3,18,1,6,26,9,4,75,1,0,101057802
0,X,E,NA,0,72218,$0.00 ,19,$13.50 ,$11.40 ,$13.50 ,$15.00 ,2,5,2,3,23,12,5,67,1,0,101039235
0,X,A,NA,0,271407,$0.00 ,41,$27.50 ,$16.00 ,$5.00 ,$50.00 ,2,5,1,3,26,11,5,65,0,1,100391769
0,X,D,NA,0,220120,$0.00 ,28,$9.00 ,$7.23 ,$9.50 ,$9.00 ,4,22,2,9,19,12,6,100,1,0,100526925
0,X,D,40,0,92003,57233,30,$9.80 ,$9.17 ,$8.00 ,$15.00 ,4,5,1,1,14,12,5,32,1,0,100704780
0,Z,E,67,0,80426,50451,29,$15.00 ,$15.00 ,$15.00 ,$20.00 ,2,2,2,2,16,13,6,24,0,1,100759000
0,X,E,NA,0,45408,$0.00 ,32,$16.00 ,$12.33 ,,$16.00 ,0,5,0,0,17,13,5,65,0,1,100366951
0,X,B,64,0,110216,67048,31,$15.80 ,$14.00 ,$22.50 ,$25.00 ,6,7,3,3,22,14,7,40,0,1,100489911
0,Z,E,NA,1,58077,30352,29,$33.33 ,$33.33 ,$37.50 ,$25.00 ,2,2,1,1,17,13,5,24,1,0,101012301
1,X,A,52,1,240192,72251,37,$18.25 ,$13.70 ,$16.00 ,$25.00 ,3,9,2,7,17,6,3,109,0,1,100217227
0,X,A,55,1,307046,72255,28,$12.50 ,$12.50 ,$5.00 ,$20.00 ,2,2,1,1,18,10,4,30,0,1,100313590
1,X,C,87,0,112451,59786,24,$5.00 ,$6.38 ,$5.00 ,$5.00 ,5,16,1,4,17,22,6,105,1,0,100451666
0,X,E,67,0,$0.00 ,$0.00 ,0,$17.00 ,$15.00 ,$17.00 ,$19.00 ,2,5,2,3,24,11,6,40,0,1,100729051
0,X,E,83,1,41498,46511,40,$20.00 ,$12.52 ,$20.00 ,$20.00 ,1,27,1,13,21,11,6,119,0,1,100942471
0,Z,E,NA,1,57530,42256,21,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,20,10,4,20,1,0,100479806
1,X,A,74,1,367328,122150,16,$5.00 ,$4.45 ,$5.00 ,$5.00 ,6,11,5,8,21,12,6,49,1,0,100294889
1,X,A,73,0,193785,$0.00 ,15,$13.00 ,$6.64 ,,$20.00 ,5,26,1,11,26,10,6,89,1,0,100681929
0,X,E,NA,0,75497,48103,28,$16.67 ,$18.33 ,,$20.00 ,3,6,0,1,26,10,5,53,1,0,100185191
0,Y,E,NA,0,37295,$0.00 ,18,$10.00 ,$10.00 ,$10.00 ,$10.00 ,3,3,2,2,15,6,2,21,1,0,100824457
0,X,C,60,1,56623,51804,34,$15.00 ,$15.00 ,$15.00 ,$20.00 ,3,3,3,3,21,11,5,30,1,0,100263885
0,X,E,58,0,40185,31884,46,$20.00 ,$12.00 ,$20.00 ,$20.00 ,0,1,0,0,23,8,3,30,0,1,100866618
1,X,D,69,0,76394,53842,26,$12.50 ,$8.25 ,$5.00 ,$5.00 ,2,4,1,2,17,10,4,68,1,0,100850973
0,X,A,NA,0,219632,53045,42,$9.00 ,$6.67 ,$12.00 ,$8.00 ,3,9,2,6,4,23,9,89,0,1,100309446
0,X,B,52,1,86253,45853,26,$9.25 ,$8.40 ,$9.00 ,$15.00 ,3,4,2,3,22,11,5,40,0,1,100017860
0,Y,E,NA,0,179191,58473,37,$15.00 ,$14.50 ,$15.00 ,$15.00 ,3,10,2,4,18,13,5,123,0,1,100861895
0,X,B,43,1,204105,84985,27,$13.00 ,$6.87 ,,$16.00 ,2,23,0,15,18,13,6,128,0,1,100404795
0,Z,C,NA,1,104004,55381,35,$20.00 ,$20.00 ,,$20.00 ,1,2,0,0,15,13,5,16,1,0,100800871
0,X,A,67,1,222494,82635,43,$50.00 ,$36.67 ,$50.00 ,$50.00 ,1,3,1,2,19,13,6,45,1,0,100392081
0,X,D,27,1,253045,71194,12,$25.00 ,$22.00 ,$25.00 ,$25.00 ,3,5,2,3,18,13,6,44,1,0,100326649
0,X,E,71,0,58376,$0.00 ,23,$12.00 ,$10.62 ,,$12.00 ,1,13,0,7,26,9,4,127,1,0,101011122
0,X,E,78,1,59414,59063,41,$16.00 ,$11.71 ,,$15.00 ,2,7,0,3,18,13,6,113,1,0,101025589
0,Z,A,31,1,317602,73279,18,$0.00 ,$20.00 ,,$20.00 ,0,1,0,0,23,8,3,23,0,1,100390922
0,X,B,69,1,80404,34754,29,$16.67 ,$11.21 ,$10.00 ,$20.00 ,3,14,1,8,18,15,6,123,1,0,100636538
0,Y,D,39,0,105835,$0.00 ,45,$28.00 ,$27.14 ,$28.25 ,$28.00 ,6,8,5,6,24,14,7,43,0,1,100366391
0,X,A,71,1,143490,69765,26,$16.00 ,$12.60 ,$16.00 ,$20.00 ,2,4,2,3,22,13,5,56,0,1,100598823
0,X,E,NA,0,69182,61864,25,$25.00 ,$10.00 ,,$25.00 ,0,3,0,1,25,8,3,76,1,0,100567208
1,X,E,67,1,67242,38975,45,$14.75 ,$11.43 ,$14.80 ,$14.00 ,8,44,5,19,15,31,6,124,1,0,101009190
0,X,C,70,1,77509,50747,31,$10.67 ,$10.23 ,$11.00 ,$12.00 ,4,14,3,9,18,13,6,104,0,1,100552326
0,X,E,69,0,98978,69743,34,$8.25 ,$8.25 ,$8.25 ,$10.00 ,4,4,4,4,15,11,5,32,1,0,100666899
0,X,E,84,0,43192,43544,32,$10.83 ,$7.24 ,$10.67 ,$12.00 ,6,21,3,12,18,13,6,129,0,1,100930908
0,X,C,NA,1,118912,42499,35,$12.50 ,$11.00 ,$10.00 ,$15.00 ,2,16,1,7,18,13,6,81,1,0,100704120
1,X,C,NA,0,91211,$0.00 ,46,$6.29 ,$5.50 ,$7.75 ,$5.00 ,7,10,4,5,17,13,6,38,1,0,100145648
0,X,E,71,1,89531,30112,15,$10.00 ,$7.42 ,$10.00 ,$10.00 ,3,12,2,6,17,12,6,125,0,1,100014179
0,Z,E,48,1,48721,40474,29,$20.00 ,$20.00 ,,$20.00 ,2,2,1,1,17,12,6,17,1,0,100669576
1,Z,A,34,0,276987,71259,17,$11.67 ,$11.67 ,$11.67 ,$15.00 ,3,3,3,3,18,16,7,33,0,1,100005446
1,Y,B,44,1,318977,80926,23,$6.00 ,$6.07 ,$5.00 ,$5.00 ,7,15,3,8,18,14,6,101,1,0,100968347
0,Z,B,65,1,80109,41024,29,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,21,8,3,21,0,1,100212747
0,Y,C,NA,0,62285,$0.00 ,7,$16.00 ,$14.00 ,$12.00 ,$20.00 ,3,4,2,3,20,15,7,45,0,1,100029218
0,X,B,44,1,325775,78892,31,$13.50 ,$9.00 ,,$15.00 ,1,9,0,0,18,23,3,42,0,1,100499108
0,X,E,64,0,56369,$0.00 ,31,$5.00 ,$5.00 ,$5.00 ,$5.00 ,5,21,4,12,20,10,4,76,1,0,100448277
0,X,C,60,1,97410,42761,57,$10.00 ,$9.71 ,$10.00 ,$10.00 ,3,15,2,13,19,13,5,106,0,1,100723605
1,Y,E,NA,0,43332,$0.00 ,32,$73.67 ,$29.44 ,$21.00 ,$100.00 ,3,16,1,7,5,14,5,93,0,1,100642841
0,X,E,57,0,38995,23493,12,$15.00 ,$15.00 ,$15.00 ,$15.00 ,3,3,2,2,22,11,5,33,0,1,100344580
0,X,D,49,1,19749,35627,23,$15.00 ,$10.83 ,$10.00 ,$20.00 ,2,6,1,3,19,13,6,113,1,0,100575684
0,X,C,66,1,72284,31523,45,$26.00 ,$15.33 ,,$10.00 ,1,3,0,0,16,33,6,44,1,0,100840836
0,X,E,36,1,56981,43242,23,$25.00 ,$25.00 ,$25.00 ,$25.00 ,3,3,2,2,20,12,5,31,1,0,100325066
0,X,A,53,0,146313,$0.00 ,35,$12.57 ,$11.08 ,$12.60 ,$25.00 ,7,12,5,7,18,14,6,45,1,0,100883217
0,X,E,61,0,56391,$0.00 ,32,$15.00 ,$15.00 ,,$20.00 ,3,9,1,4,19,14,7,72,1,0,100956941
0,X,E,16,1,92277,55041,19,$20.00 ,$16.25 ,$20.00 ,$20.00 ,1,4,1,4,16,11,5,81,1,0,100671033
1,X,A,52,1,570470,73276,23,$15.00 ,$15.71 ,$15.00 ,$15.00 ,2,7,2,6,21,12,6,105,0,1,100600308
0,Y,E,NA,0,52512,$0.00 ,19,$50.00 ,$50.00 ,,$50.00 ,1,1,0,0,15,8,3,15,1,0,100614593
0,Z,D,NA,0,165626,44775,41,$33.00 ,$33.00 ,,$33.00 ,1,1,0,0,16,12,5,16,0,1,101008988
0,X,E,NA,0,$0.00 ,"$8,507.00 ",12,$23.33 ,$26.00 ,$22.50 ,$50.00 ,3,5,2,3,15,14,6,41,0,1,100784164
0,X,E,NA,0,59787,41654,26,$20.00 ,$13.57 ,$20.00 ,$20.00 ,2,7,1,3,20,13,6,63,0,1,100084948
0,X,D,65,0,71659,72647,28,$11.75 ,$10.29 ,$12.33 ,$10.00 ,5,8,4,5,16,14,7,45,1,0,100273179
1,X,B,50,1,151502,71413,28,$5.33 ,$4.84 ,$5.50 ,$5.00 ,6,19,4,11,21,11,5,67,1,0,100637132
0,X,E,78,0,44167,45999,36,$25.00 ,$24.00 ,$25.00 ,$25.00 ,3,16,2,13,16,13,6,130,1,0,100180247
0,X,A,NA,1,161881,33214,29,$19.67 ,$12.96 ,$21.00 ,$28.00 ,6,27,3,18,17,14,6,128,1,0,100491540
0,X,D,63,1,60721,49238,26,$15.00 ,$9.00 ,,$15.00 ,1,8,0,2,26,9,4,101,1,0,100273060
0,X,D,NA,0,96458,$0.00 ,32,$12.50 ,$9.33 ,$5.00 ,$20.00 ,2,3,1,2,18,12,6,40,0,1,100416236
0,X,D,49,0,64237,$0.00 ,39,$28.33 ,$20.67 ,$28.33 ,$35.00 ,3,6,3,4,17,8,4,53,1,0,100320481
0,X,E,53,0,38850,24081,29,$10.00 ,$4.22 ,,$10.00 ,1,17,0,7,18,11,4,129,1,0,100738719
1,Y,B,68,0,250482,$0.00 ,38,$16.67 ,$12.50 ,$20.00 ,$15.00 ,3,6,1,3,15,13,6,56,1,0,100116109
0,X,C,NA,1,162194,55146,23,$17.00 ,$11.00 ,,$17.00 ,1,3,0,1,26,10,4,56,0,1,100554835
1,X,B,70,1,219211,79883,58,$15.00 ,$10.86 ,$15.00 ,$15.00 ,4,8,2,5,20,14,7,94,1,0,100779262
0,X,E,40,0,71593,36239,40,$27.50 ,$22.00 ,$27.50 ,$30.00 ,2,5,2,3,25,11,6,74,0,1,101049700
0,X,D,82,0,40796,$0.00 ,35,$17.50 ,$9.97 ,$17.50 ,$20.00 ,2,37,2,20,25,22,6,130,1,0,100350955
1,X,B,NA,1,84197,63288,18,$7.40 ,$7.33 ,$7.33 ,$10.00 ,5,6,3,3,17,14,6,31,1,0,100017730
1,Y,C,NA,0,49214,40050,40,$20.00 ,$13.14 ,$20.00 ,$20.00 ,3,7,2,5,15,12,5,72,1,0,100050216
0,Y,B,68,1,201034,84093,31,$25.00 ,$22.50 ,$25.00 ,$25.00 ,2,3,2,3,16,10,4,67,0,1,100350120
1,X,E,83,0,71296,23928,3,$8.78 ,$7.88 ,$8.00 ,$8.00 ,9,32,5,17,13,26,11,123,0,1,100783854
0,X,B,58,1,175075,86725,26,$20.00 ,$14.40 ,$21.00 ,$21.00 ,2,10,1,6,23,12,6,112,1,0,100522667
0,X,C,37,0,84806,69678,38,$20.00 ,$10.00 ,$20.00 ,$20.00 ,1,3,1,2,24,11,6,45,1,0,100701890
0,X,E,43,0,45622,39982,26,$11.67 ,$7.86 ,$10.00 ,$15.00 ,3,7,2,6,20,13,6,127,1,0,100174506
0,X,E,68,0,30177,34339,32,$14.00 ,$10.55 ,$13.50 ,$15.00 ,3,11,2,6,23,12,6,74,1,0,100960996
0,X,B,NA,0,65483,$0.00 ,19,$13.00 ,$12.75 ,$13.00 ,$14.00 ,3,4,3,3,16,14,6,29,1,0,100734820
1,X,D,30,1,73385,72482,29,$7.40 ,$7.17 ,$8.50 ,$9.00 ,5,6,2,2,16,12,5,31,1,0,100994976
0,X,D,87,0,51808,40118,38,$11.33 ,$8.98 ,$12.00 ,$9.00 ,7,41,4,22,19,15,7,124,1,0,100957853
0,X,E,72,0,50479,39627,28,$8.00 ,$6.00 ,$9.00 ,$12.00 ,2,5,1,2,19,11,5,76,0,1,100545882
0,X,C,51,0,108793,61490,37,$15.00 ,$10.33 ,$15.00 ,$15.00 ,1,3,1,2,25,9,4,52,1,0,100944380
1,X,A,83,0,538303,82830,54,$32.50 ,$27.73 ,$30.00 ,$35.00 ,2,11,1,5,26,12,5,121,1,0,100213161
0,X,D,83,1,199492,33624,19,$7.33 ,$7.90 ,,$10.00 ,3,10,0,2,18,12,5,102,0,1,100204148
1,X,B,64,1,288190,55199,34,$7.00 ,$6.33 ,$5.00 ,$10.00 ,5,6,2,3,17,12,5,38,1,0,100928049
0,X,E,60,1,28685,49431,30,$12.50 ,$10.60 ,$15.00 ,$15.00 ,2,5,1,3,21,11,4,105,0,1,100244884
0,X,E,NA,1,45904,38726,29,$20.00 ,$12.50 ,,$20.00 ,1,2,0,0,19,9,3,31,1,0,100062317
0,X,A,40,1,136379,81870,31,$10.50 ,$8.92 ,$10.50 ,$11.00 ,5,11,3,5,24,12,5,43,1,0,100312183
0,X,C,48,1,74676,72649,27,$15.00 ,$10.00 ,,$16.00 ,2,8,0,2,16,12,5,86,1,0,100264134
0,X,A,NA,1,210036,68287,26,$20.00 ,$13.33 ,$20.00 ,$20.00 ,1,3,1,3,22,10,4,77,1,0,100305509
0,X,E,85,0,59802,$0.00 ,31,$25.25 ,$12.19 ,$20.50 ,$5.00 ,4,16,2,6,18,15,6,122,0,1,100255405
0,X,E,80,1,38469,50164,40,$15.00 ,$14.29 ,$15.00 ,$15.00 ,4,14,4,10,18,14,6,77,0,1,100557357
1,X,A,81,1,175135,98431,28,$15.00 ,$10.17 ,,$15.00 ,1,6,0,3,18,10,4,89,1,0,100690296
0,X,A,76,0,438389,$0.00 ,37,$8.17 ,$6.09 ,$9.50 ,$20.00 ,6,11,4,7,17,9,4,81,1,0,100503803
0,X,D,76,1,50668,33301,41,$44.75 ,$26.78 ,$48.67 ,$5.00 ,4,9,3,4,19,26,6,57,0,1,100684925
0,X,A,77,0,87910,47008,34,$10.00 ,$16.36 ,$10.00 ,$10.00 ,0,10,0,6,15,5,1,92,1,0,100965519
1,X,D,NA,1,71887,62442,12,$8.40 ,$7.56 ,$9.50 ,$15.00 ,4,15,3,9,16,13,5,127,1,0,101000860
0,X,E,NA,0,59312,$0.00 ,31,$10.00 ,$9.94 ,$10.00 ,$10.00 ,3,17,2,10,15,12,5,83,0,1,100068378
0,X,D,NA,0,90201,48959,21,$15.50 ,$12.22 ,$15.00 ,$15.00 ,2,9,1,7,20,13,6,100,1,0,100043547
1,X,E,75,0,161897,$0.00 ,0,$10.33 ,$10.59 ,$10.50 ,$10.00 ,6,17,4,9,19,13,6,99,1,0,100421663
0,Y,C,NA,0,75003,$0.00 ,25,$19.00 ,$15.20 ,,$19.00 ,1,5,0,2,18,7,2,68,0,1,100844384
0,X,B,45,1,160470,42122,29,$12.50 ,$12.50 ,$5.00 ,$20.00 ,2,2,1,1,26,9,4,33,1,0,100226843
1,X,B,31,1,83698,60509,33,$15.67 ,$12.90 ,$16.00 ,$15.00 ,3,10,1,4,15,15,6,69,1,0,100637912
0,X,E,NA,0,47283,$0.00 ,17,$20.00 ,$16.67 ,$20.00 ,$20.00 ,2,3,2,3,22,12,6,41,1,0,100726966
0,X,D,77,0,168218,50219,28,$17.33 ,$17.00 ,$17.00 ,$19.00 ,6,7,4,5,17,13,6,41,0,1,100814795
1,X,C,55,1,86002,52670,39,$12.40 ,$8.73 ,$12.40 ,$10.00 ,6,12,6,11,17,15,6,123,0,1,100847533
0,X,C,34,1,70988,65326,25,$14.00 ,$10.75 ,$13.50 ,$15.00 ,3,12,2,7,19,13,6,80,0,1,100361327
0,X,E,56,0,51407,$0.00 ,32,$5.50 ,$5.08 ,$5.57 ,$5.00 ,8,13,7,8,15,13,6,56,0,1,101032468
0,X,C,72,1,55568,45036,18,$10.00 ,$8.93 ,,$10.00 ,2,30,0,14,25,23,6,119,0,1,100365410
0,Z,E,45,1,59960,56526,32,$15.00 ,$15.00 ,$15.00 ,$20.00 ,2,2,2,2,17,12,6,21,1,0,101048161
1,X,A,56,1,586396,105700,1,$16.00 ,$11.33 ,$16.00 ,$16.00 ,3,7,3,6,23,13,7,54,1,0,100772349
1,X,B,68,1,183303,59342,23,$30.00 ,$18.00 ,$30.00 ,$30.00 ,1,6,1,4,16,14,6,75,1,0,100297458
0,X,E,75,0,$0.00 ,51889,29,$12.50 ,$10.25 ,$12.50 ,$14.00 ,4,8,4,5,17,13,6,77,1,0,100358454
0,X,E,NA,0,42783,$0.00 ,40,$31.25 ,$31.25 ,$30.00 ,$35.00 ,4,4,3,3,19,14,6,36,0,1,100468558
0,X,E,NA,0,44482,33806,24,$17.60 ,$16.14 ,$16.33 ,$20.00 ,5,7,3,3,16,21,6,29,1,0,100728540
0,X,C,72,1,59504,39238,31,$12.75 ,$9.45 ,$12.00 ,$14.00 ,3,10,0,4,24,10,5,103,0,1,100827418
1,X,D,84,0,268806,$0.00 ,51,$13.00 ,$8.27 ,$13.00 ,$15.00 ,2,11,2,9,24,12,6,79,0,1,100237660
0,X,A,51,1,132713,109184,30,$12.33 ,$10.75 ,$15.00 ,$15.00 ,3,4,1,1,24,11,5,32,0,1,100312525
0,Y,E,24,1,136091,38711,7,$15.00 ,$15.00 ,$15.00 ,$15.00 ,0,0,0,0,19,6,2,19,0,1,100110968
0,Z,C,76,0,98591,45850,53,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,21,11,5,21,1,0,100435894
0,X,E,50,1,37617,36204,32,$11.50 ,$10.22 ,$11.00 ,$13.00 ,7,10,2,3,20,18,7,57,0,1,101045983
0,Z,B,17,0,96616,57820,34,$20.00 ,$20.00 ,$20.00 ,$0.00 ,1,1,1,1,5,8,3,21,1,0,100604567
0,X,D,29,0,63000,37313,29,$11.67 ,$11.67 ,$11.67 ,$10.00 ,3,3,3,3,15,12,5,29,0,1,100139582
0,X,A,49,1,585306,153948,29,$0.00 ,$17.40 ,,$25.00 ,0,4,0,2,15,13,5,60,1,0,100022282
0,Z,A,NA,0,255362,$0.00 ,33,$7.50 ,$6.67 ,$10.00 ,$5.00 ,1,2,0,0,17,10,4,23,1,0,100776291
1,Z,E,21,1,48821,36356,61,$4.80 ,$4.43 ,$5.50 ,$3.00 ,5,7,4,4,15,13,6,24,1,0,100461698
0,X,E,41,1,71595,56063,26,$10.50 ,$10.50 ,$10.00 ,$10.00 ,4,4,2,2,15,13,6,29,1,0,101031741
1,X,C,49,1,61620,36912,42,$25.00 ,$10.56 ,$25.00 ,$25.00 ,2,18,1,13,18,13,6,128,0,1,100730909
0,X,D,62,1,71964,46301,33,$11.50 ,$10.17 ,$12.00 ,$10.00 ,5,7,3,3,23,13,7,45,0,1,100994022
0,X,C,82,0,79923,45902,38,$7.00 ,$5.10 ,$8.00 ,$10.00 ,4,21,3,13,21,16,6,82,0,1,100648570
0,X,C,48,1,79595,64274,34,$13.00 ,$13.00 ,$13.00 ,$16.00 ,2,2,2,2,22,10,4,33,1,0,100992327
0,X,A,37,1,153288,101174,26,$17.50 ,$10.80 ,$17.50 ,$20.00 ,2,5,2,5,20,13,6,45,1,0,100119519
0,X,B,NA,0,53176,44241,51,$5.00 ,$4.78 ,$5.00 ,$5.00 ,7,9,6,7,17,12,6,44,1,0,100258352
